,Model,Position,Weight,Pressure,Temperature
82,LPS33HW,0,0,1008.27, 22.33
83,LPS33HW,0,0,1008.27, 22.33
84,LPS33HW,0,0,1008.29, 22.32
85,LPS33HW,0,0,1008.28, 22.33
86,LPS33HW,0,0,1008.30, 22.33
87,LPS33HW,0,0,1008.27, 22.33
88,LPS33HW,0,0,1008.25, 22.33
89,LPS33HW,0,0,1008.29, 22.32
90,LPS33HW,0,0,1008.24, 22.33
91,LPS33HW,0,0,1008.25, 22.33
92,LPS33HW,0,0,1008.26, 22.33
93,LPS33HW,0,0,1008.30, 22.33
94,LPS33HW,0,0,1008.25, 22.33
95,LPS33HW,0,0,1008.28, 22.33
96,LPS33HW,0,0,1008.25, 22.33
97,LPS33HW,0,0,1008.28, 22.33
98,LPS33HW,0,0,1008.29, 22.33
99,LPS33HW,0,0,1008.27, 22.33
100,LPS33HW,0,35,1008.26, 22.33
101,LPS33HW,0,35,1009.86, 22.33
102,LPS33HW,0,35,1009.85, 22.33
103,LPS33HW,0,35,1009.86, 22.33
104,LPS33HW,0,35,1009.84, 22.33
105,LPS33HW,0,35,1009.83, 22.33
106,LPS33HW,0,35,1009.86, 22.33
107,LPS33HW,0,35,1009.84, 22.33
108,LPS33HW,0,35,1009.85, 22.33
109,LPS33HW,0,35,1009.83, 22.33
110,LPS33HW,0,35,1009.84, 22.33
111,LPS33HW,0,35,1009.83, 22.33
112,LPS33HW,0,35,1009.83, 22.34
113,LPS33HW,0,35,1009.86, 22.33
114,LPS33HW,0,35,1009.83, 22.33
115,LPS33HW,0,35,1009.85, 22.34
116,LPS33HW,0,35,1009.85, 22.34
117,LPS33HW,0,35,1009.85, 22.34
118,LPS33HW,0,35,1009.86, 22.34
119,LPS33HW,0,35,1009.86, 22.33
120,LPS33HW,0,35,1009.83, 22.33
121,LPS33HW,0,35,1009.84, 22.33
122,LPS33HW,0,35,1009.83, 22.34
123,LPS33HW,0,35,1009.86, 22.33
124,LPS33HW,0,35,1009.79, 22.33
125,LPS33HW,0,35,1009.85, 22.33
126,LPS33HW,0,35,1009.82, 22.33
127,LPS33HW,0,35,1009.84, 22.33
128,LPS33HW,0,35,1009.84, 22.33
129,LPS33HW,0,35,1009.86, 22.33
130,LPS33HW,0,35,1009.85, 22.34
131,LPS33HW,0,35,1009.85, 22.33
132,LPS33HW,0,35,1009.84, 22.33
133,LPS33HW,0,35,1009.88, 22.34
134,LPS33HW,0,35,1009.88, 22.34
135,LPS33HW,0,35,1009.86, 22.33
136,LPS33HW,0,35,1009.86, 22.34
137,LPS33HW,0,35,1009.86, 22.33
138,LPS33HW,0,35,1009.86, 22.33
139,LPS33HW,0,35,1009.86, 22.34
140,LPS33HW,0,35,1009.88, 22.34
141,LPS33HW,0,35,1009.87, 22.34
142,LPS33HW,0,35,1009.87, 22.33
143,LPS33HW,0,35,1009.86, 22.34
144,LPS33HW,0,35,1009.88, 22.34
145,LPS33HW,0,35,1009.89, 22.33
146,LPS33HW,0,35,1009.86, 22.34
147,LPS33HW,0,35,1009.87, 22.34
148,LPS33HW,0,35,1009.86, 22.34
149,LPS33HW,0,35,1009.85, 22.33
150,LPS33HW,0,35,1009.85, 22.34
151,LPS33HW,0,35,1009.88, 22.34
152,LPS33HW,0,35,1009.89, 22.34
153,LPS33HW,0,35,1009.86, 22.33
154,LPS33HW,0,35,1009.88, 22.34
155,LPS33HW,0,35,1009.87, 22.34
156,LPS33HW,0,35,1009.89, 22.34
157,LPS33HW,0,35,1009.88, 22.34
158,LPS33HW,0,35,1009.89, 22.34
159,LPS33HW,0,35,1009.91, 22.34
160,LPS33HW,0,35,1009.88, 22.33
161,LPS33HW,0,35,1009.88, 22.34
162,LPS33HW,0,35,1009.88, 22.34
163,LPS33HW,0,35,1009.87, 22.34
164,LPS33HW,0,35,1009.86, 22.34
165,LPS33HW,0,35,1009.88, 22.34
166,LPS33HW,0,35,1009.88, 22.34
167,LPS33HW,0,35,1009.88, 22.35
168,LPS33HW,0,35,1009.91, 22.34
169,LPS33HW,0,35,1009.88, 22.34
170,LPS33HW,0,35,1009.90, 22.34
171,LPS33HW,0,35,1009.90, 22.34
172,LPS33HW,0,35,1009.88, 22.34
173,LPS33HW,0,35,1009.90, 22.34
174,LPS33HW,0,35,1009.91, 22.34
175,LPS33HW,0,35,1009.91, 22.34
176,LPS33HW,0,35,1009.89, 22.34
177,LPS33HW,0,35,1009.89, 22.34
178,LPS33HW,0,35,1009.92, 22.34
179,LPS33HW,0,35,1009.91, 22.34
180,LPS33HW,0,35,1009.89, 22.34
181,LPS33HW,0,35,1009.88, 22.34
182,LPS33HW,0,35,1009.92, 22.35
183,LPS33HW,0,35,1009.91, 22.35
184,LPS33HW,0,35,1009.93, 22.34
185,LPS33HW,0,35,1009.93, 22.34
186,LPS33HW,0,35,1009.87, 22.34
187,LPS33HW,0,35,1009.92, 22.34
188,LPS33HW,0,35,1009.92, 22.34
189,LPS33HW,0,35,1009.89, 22.35
190,LPS33HW,0,35,1009.92, 22.34
191,LPS33HW,0,35,1009.91, 22.35
192,LPS33HW,0,35,1009.93, 22.35
193,LPS33HW,0,35,1009.94, 22.35
194,LPS33HW,0,35,1009.94, 22.35
195,LPS33HW,0,35,1009.94, 22.35
196,LPS33HW,0,35,1009.92, 22.35
197,LPS33HW,0,35,1009.95, 22.34
198,LPS33HW,0,35,1009.91, 22.34
199,LPS33HW,0,35,1009.91, 22.34
200,LPS33HW,0,85,1010.00, 22.36
201,LPS33HW,0,85,1011.96, 22.36
202,LPS33HW,0,85,1012.01, 22.36
203,LPS33HW,0,85,1011.98, 22.36
204,LPS33HW,0,85,1012.00, 22.36
205,LPS33HW,0,85,1012.01, 22.36
206,LPS33HW,0,85,1011.98, 22.36
207,LPS33HW,0,85,1012.03, 22.36
208,LPS33HW,0,85,1012.04, 22.36
209,LPS33HW,0,85,1012.01, 22.36
210,LPS33HW,0,85,1012.01, 22.36
211,LPS33HW,0,85,1012.08, 22.36
212,LPS33HW,0,85,1012.05, 22.36
213,LPS33HW,0,85,1012.05, 22.36
214,LPS33HW,0,85,1012.07, 22.36
215,LPS33HW,0,85,1012.06, 22.36
216,LPS33HW,0,85,1012.02, 22.36
217,LPS33HW,0,85,1012.06, 22.36
218,LPS33HW,0,85,1012.09, 22.36
219,LPS33HW,0,85,1012.07, 22.36
220,LPS33HW,0,85,1012.09, 22.36
221,LPS33HW,0,85,1012.11, 22.36
222,LPS33HW,0,85,1012.10, 22.36
223,LPS33HW,0,85,1012.12, 22.36
224,LPS33HW,0,85,1012.11, 22.36
225,LPS33HW,0,85,1012.11, 22.36
226,LPS33HW,0,85,1012.11, 22.36
227,LPS33HW,0,85,1012.12, 22.36
228,LPS33HW,0,85,1012.12, 22.36
229,LPS33HW,0,85,1012.13, 22.37
230,LPS33HW,0,85,1012.12, 22.36
231,LPS33HW,0,85,1012.14, 22.36
232,LPS33HW,0,85,1012.13, 22.36
233,LPS33HW,0,85,1012.13, 22.36
234,LPS33HW,0,85,1012.14, 22.36
235,LPS33HW,0,85,1012.11, 22.36
236,LPS33HW,0,85,1012.13, 22.37
237,LPS33HW,0,85,1012.17, 22.36
238,LPS33HW,0,85,1012.14, 22.36
239,LPS33HW,0,85,1012.15, 22.36
240,LPS33HW,0,85,1012.17, 22.37
241,LPS33HW,0,85,1012.17, 22.37
242,LPS33HW,0,85,1012.16, 22.37
243,LPS33HW,0,85,1012.19, 22.36
244,LPS33HW,0,85,1012.16, 22.37
245,LPS33HW,0,85,1012.19, 22.37
246,LPS33HW,0,85,1012.20, 22.36
247,LPS33HW,0,85,1012.17, 22.36
248,LPS33HW,0,85,1012.19, 22.36
249,LPS33HW,0,85,1012.19, 22.36
250,LPS33HW,0,85,1012.15, 22.36
251,LPS33HW,0,85,1012.17, 22.37
252,LPS33HW,0,85,1012.18, 22.36
253,LPS33HW,0,85,1012.17, 22.37
254,LPS33HW,0,85,1012.19, 22.36
255,LPS33HW,0,85,1012.17, 22.36
256,LPS33HW,0,85,1012.17, 22.36
257,LPS33HW,0,85,1012.20, 22.36
258,LPS33HW,0,85,1012.19, 22.37
259,LPS33HW,0,85,1012.19, 22.36
260,LPS33HW,0,85,1012.23, 22.36
261,LPS33HW,0,85,1012.16, 22.36
262,LPS33HW,0,85,1012.20, 22.36
263,LPS33HW,0,85,1012.20, 22.36
264,LPS33HW,0,85,1012.17, 22.36
265,LPS33HW,0,85,1012.21, 22.37
266,LPS33HW,0,85,1012.24, 22.36
267,LPS33HW,0,85,1012.22, 22.37
268,LPS33HW,0,85,1012.24, 22.36
269,LPS33HW,0,85,1012.22, 22.36
270,LPS33HW,0,85,1012.19, 22.36
271,LPS33HW,0,85,1012.23, 22.36
272,LPS33HW,0,85,1012.20, 22.36
273,LPS33HW,0,85,1012.25, 22.36
274,LPS33HW,0,85,1012.21, 22.37
275,LPS33HW,0,85,1012.23, 22.36
276,LPS33HW,0,85,1012.21, 22.36
277,LPS33HW,0,85,1012.21, 22.36
278,LPS33HW,0,85,1012.23, 22.36
279,LPS33HW,0,85,1012.23, 22.36
280,LPS33HW,0,85,1012.23, 22.37
281,LPS33HW,0,85,1012.21, 22.36
282,LPS33HW,0,85,1012.24, 22.37
283,LPS33HW,0,85,1012.25, 22.37
284,LPS33HW,0,85,1012.23, 22.37
285,LPS33HW,0,85,1012.25, 22.37
286,LPS33HW,0,85,1012.25, 22.37
287,LPS33HW,0,85,1012.26, 22.36
288,LPS33HW,0,85,1012.24, 22.37
289,LPS33HW,0,85,1012.23, 22.37
290,LPS33HW,0,85,1012.23, 22.37
291,LPS33HW,0,85,1012.27, 22.37
292,LPS33HW,0,85,1012.28, 22.36
293,LPS33HW,0,85,1012.24, 22.37
294,LPS33HW,0,85,1012.29, 22.37
295,LPS33HW,0,85,1012.27, 22.37
296,LPS33HW,0,85,1012.27, 22.37
297,LPS33HW,0,85,1012.27, 22.37
298,LPS33HW,0,85,1012.25, 22.37
299,LPS33HW,0,85,1012.25, 22.37
300,LPS33HW,0,135,1010.29, 22.37
301,LPS33HW,0,135,1014.08, 22.37
302,LPS33HW,0,135,1014.17, 22.37
303,LPS33HW,0,135,1014.15, 22.37
304,LPS33HW,0,135,1014.19, 22.37
305,LPS33HW,0,135,1014.15, 22.37
306,LPS33HW,0,135,1014.15, 22.37
307,LPS33HW,0,135,1014.17, 22.38
308,LPS33HW,0,135,1014.16, 22.37
309,LPS33HW,0,135,1014.17, 22.38
310,LPS33HW,0,135,1014.21, 22.37
311,LPS33HW,0,135,1014.17, 22.37
312,LPS33HW,0,135,1014.18, 22.37
313,LPS33HW,0,135,1014.21, 22.37
314,LPS33HW,0,135,1014.18, 22.37
315,LPS33HW,0,135,1014.20, 22.37
316,LPS33HW,0,135,1014.24, 22.37
317,LPS33HW,0,135,1014.20, 22.38
318,LPS33HW,0,135,1014.25, 22.37
319,LPS33HW,0,135,1014.26, 22.37
320,LPS33HW,0,135,1014.24, 22.37
321,LPS33HW,0,135,1014.24, 22.38
322,LPS33HW,0,135,1014.25, 22.37
323,LPS33HW,0,135,1014.25, 22.38
324,LPS33HW,0,135,1014.29, 22.37
325,LPS33HW,0,135,1014.27, 22.38
326,LPS33HW,0,135,1014.27, 22.37
327,LPS33HW,0,135,1014.28, 22.37
328,LPS33HW,0,135,1014.29, 22.38
329,LPS33HW,0,135,1014.27, 22.37
330,LPS33HW,0,135,1014.29, 22.38
331,LPS33HW,0,135,1014.33, 22.37
332,LPS33HW,0,135,1014.30, 22.38
333,LPS33HW,0,135,1014.30, 22.37
334,LPS33HW,0,135,1014.29, 22.37
335,LPS33HW,0,135,1014.31, 22.37
336,LPS33HW,0,135,1014.29, 22.37
337,LPS33HW,0,135,1014.32, 22.37
338,LPS33HW,0,135,1014.32, 22.37
339,LPS33HW,0,135,1014.32, 22.37
340,LPS33HW,0,135,1014.31, 22.38
341,LPS33HW,0,135,1014.32, 22.38
342,LPS33HW,0,135,1014.33, 22.37
343,LPS33HW,0,135,1014.33, 22.38
344,LPS33HW,0,135,1014.35, 22.38
345,LPS33HW,0,135,1014.36, 22.37
346,LPS33HW,0,135,1014.34, 22.38
347,LPS33HW,0,135,1014.36, 22.37
348,LPS33HW,0,135,1014.37, 22.38
349,LPS33HW,0,135,1014.35, 22.37
350,LPS33HW,0,135,1014.35, 22.38
351,LPS33HW,0,135,1014.34, 22.37
352,LPS33HW,0,135,1014.38, 22.38
353,LPS33HW,0,135,1014.37, 22.37
354,LPS33HW,0,135,1014.38, 22.37
355,LPS33HW,0,135,1014.33, 22.37
356,LPS33HW,0,135,1014.36, 22.37
357,LPS33HW,0,135,1014.37, 22.37
358,LPS33HW,0,135,1014.37, 22.38
359,LPS33HW,0,135,1014.41, 22.37
360,LPS33HW,0,135,1014.35, 22.38
361,LPS33HW,0,135,1014.38, 22.37
362,LPS33HW,0,135,1014.36, 22.37
363,LPS33HW,0,135,1014.40, 22.38
364,LPS33HW,0,135,1014.38, 22.37
365,LPS33HW,0,135,1014.38, 22.38
366,LPS33HW,0,135,1014.42, 22.37
367,LPS33HW,0,135,1014.38, 22.37
368,LPS33HW,0,135,1014.40, 22.38
369,LPS33HW,0,135,1014.40, 22.37
370,LPS33HW,0,135,1014.39, 22.37
371,LPS33HW,0,135,1014.38, 22.38
372,LPS33HW,0,135,1014.43, 22.37
373,LPS33HW,0,135,1014.40, 22.38
374,LPS33HW,0,135,1014.42, 22.38
375,LPS33HW,0,135,1014.41, 22.38
376,LPS33HW,0,135,1014.43, 22.37
377,LPS33HW,0,135,1014.43, 22.38
378,LPS33HW,0,135,1014.43, 22.38
379,LPS33HW,0,135,1014.43, 22.37
380,LPS33HW,0,135,1014.42, 22.38
381,LPS33HW,0,135,1014.44, 22.37
382,LPS33HW,0,135,1014.46, 22.37
383,LPS33HW,0,135,1014.40, 22.38
384,LPS33HW,0,135,1014.46, 22.38
385,LPS33HW,0,135,1014.42, 22.37
386,LPS33HW,0,135,1014.42, 22.38
387,LPS33HW,0,135,1014.47, 22.38
388,LPS33HW,0,135,1014.46, 22.38
389,LPS33HW,0,135,1014.45, 22.37
390,LPS33HW,0,135,1014.42, 22.37
391,LPS33HW,0,135,1014.44, 22.37
392,LPS33HW,0,135,1014.45, 22.38
393,LPS33HW,0,135,1014.43, 22.37
394,LPS33HW,0,135,1014.44, 22.38
395,LPS33HW,0,135,1014.45, 22.38
396,LPS33HW,0,135,1014.43, 22.37
397,LPS33HW,0,135,1014.45, 22.37
398,LPS33HW,0,135,1014.44, 22.37
399,LPS33HW,0,135,1014.44, 22.38
400,LPS33HW,0,235,1010.54, 22.37
401,LPS33HW,0,235,1018.07, 22.38
402,LPS33HW,0,235,1018.13, 22.38
403,LPS33HW,0,235,1018.17, 22.38
404,LPS33HW,0,235,1018.15, 22.37
405,LPS33HW,0,235,1018.15, 22.37
406,LPS33HW,0,235,1018.18, 22.37
407,LPS33HW,0,235,1018.17, 22.37
408,LPS33HW,0,235,1018.22, 22.38
409,LPS33HW,0,235,1018.24, 22.38
410,LPS33HW,0,235,1018.23, 22.37
411,LPS33HW,0,235,1018.25, 22.38
412,LPS33HW,0,235,1018.29, 22.37
413,LPS33HW,0,235,1018.27, 22.38
414,LPS33HW,0,235,1018.30, 22.37
415,LPS33HW,0,235,1018.31, 22.37
416,LPS33HW,0,235,1018.30, 22.37
417,LPS33HW,0,235,1018.33, 22.38
418,LPS33HW,0,235,1018.34, 22.37
419,LPS33HW,0,235,1018.39, 22.37
420,LPS33HW,0,235,1018.38, 22.37
421,LPS33HW,0,235,1018.38, 22.38
422,LPS33HW,0,235,1018.40, 22.37
423,LPS33HW,0,235,1018.39, 22.38
424,LPS33HW,0,235,1018.41, 22.38
425,LPS33HW,0,235,1018.44, 22.37
426,LPS33HW,0,235,1018.44, 22.38
427,LPS33HW,0,235,1018.44, 22.37
428,LPS33HW,0,235,1018.45, 22.37
429,LPS33HW,0,235,1018.45, 22.38
430,LPS33HW,0,235,1018.48, 22.38
431,LPS33HW,0,235,1018.50, 22.38
432,LPS33HW,0,235,1018.49, 22.38
433,LPS33HW,0,235,1018.54, 22.38
434,LPS33HW,0,235,1018.51, 22.38
435,LPS33HW,0,235,1018.50, 22.37
436,LPS33HW,0,235,1018.49, 22.38
437,LPS33HW,0,235,1018.53, 22.38
438,LPS33HW,0,235,1018.52, 22.38
439,LPS33HW,0,235,1018.57, 22.37
440,LPS33HW,0,235,1018.51, 22.38
441,LPS33HW,0,235,1018.56, 22.38
442,LPS33HW,0,235,1018.58, 22.37
443,LPS33HW,0,235,1018.55, 22.37
444,LPS33HW,0,235,1018.57, 22.38
445,LPS33HW,0,235,1018.58, 22.37
446,LPS33HW,0,235,1018.59, 22.38
447,LPS33HW,0,235,1018.59, 22.38
448,LPS33HW,0,235,1018.60, 22.38
449,LPS33HW,0,235,1018.60, 22.37
450,LPS33HW,0,235,1018.62, 22.38
451,LPS33HW,0,235,1018.61, 22.38
452,LPS33HW,0,235,1018.61, 22.38
453,LPS33HW,0,235,1018.64, 22.38
454,LPS33HW,0,235,1018.61, 22.38
455,LPS33HW,0,235,1018.65, 22.38
456,LPS33HW,0,235,1018.65, 22.37
457,LPS33HW,0,235,1018.61, 22.37
458,LPS33HW,0,235,1018.66, 22.38
459,LPS33HW,0,235,1018.67, 22.37
460,LPS33HW,0,235,1018.66, 22.37
461,LPS33HW,0,235,1018.66, 22.37
462,LPS33HW,0,235,1018.63, 22.38
463,LPS33HW,0,235,1018.69, 22.37
464,LPS33HW,0,235,1018.67, 22.38
465,LPS33HW,0,235,1018.68, 22.38
466,LPS33HW,0,235,1018.68, 22.37
467,LPS33HW,0,235,1018.65, 22.38
468,LPS33HW,0,235,1018.71, 22.38
469,LPS33HW,0,235,1018.70, 22.38
470,LPS33HW,0,235,1018.69, 22.38
471,LPS33HW,0,235,1018.68, 22.38
472,LPS33HW,0,235,1018.71, 22.37
473,LPS33HW,0,235,1018.65, 22.37
474,LPS33HW,0,235,1018.70, 22.37
475,LPS33HW,0,235,1018.71, 22.38
476,LPS33HW,0,235,1018.74, 22.37
477,LPS33HW,0,235,1018.73, 22.37
478,LPS33HW,0,235,1018.73, 22.37
479,LPS33HW,0,235,1018.73, 22.38
480,LPS33HW,0,235,1018.73, 22.37
481,LPS33HW,0,235,1018.72, 22.38
482,LPS33HW,0,235,1018.77, 22.37
483,LPS33HW,0,235,1018.75, 22.38
484,LPS33HW,0,235,1018.75, 22.38
485,LPS33HW,0,235,1018.77, 22.38
486,LPS33HW,0,235,1018.73, 22.38
487,LPS33HW,0,235,1018.75, 22.38
488,LPS33HW,0,235,1018.78, 22.38
489,LPS33HW,0,235,1018.77, 22.38
490,LPS33HW,0,235,1018.74, 22.38
491,LPS33HW,0,235,1018.78, 22.38
492,LPS33HW,0,235,1018.79, 22.37
493,LPS33HW,0,235,1018.79, 22.37
494,LPS33HW,0,235,1018.75, 22.38
495,LPS33HW,0,235,1018.79, 22.38
496,LPS33HW,0,235,1018.80, 22.38
497,LPS33HW,0,235,1018.81, 22.37
498,LPS33HW,0,235,1018.80, 22.38
499,LPS33HW,0,235,1018.80, 22.37
500,LPS33HW,0,535,1010.92, 22.37
501,LPS33HW,0,535,1028.75, 22.37
502,LPS33HW,0,535,1029.15, 22.37
503,LPS33HW,0,535,1029.17, 22.37
504,LPS33HW,0,535,1029.21, 22.37
505,LPS33HW,0,535,1029.20, 22.38
506,LPS33HW,0,535,1029.21, 22.37
507,LPS33HW,0,535,1029.38, 22.37
508,LPS33HW,0,535,1029.38, 22.38
509,LPS33HW,0,535,1029.42, 22.37
510,LPS33HW,0,535,1029.43, 22.37
511,LPS33HW,0,535,1029.56, 22.37
512,LPS33HW,0,535,1029.58, 22.38
513,LPS33HW,0,535,1029.59, 22.37
514,LPS33HW,0,535,1029.60, 22.37
515,LPS33HW,0,535,1029.72, 22.37
516,LPS33HW,0,535,1029.73, 22.38
517,LPS33HW,0,535,1029.74, 22.38
518,LPS33HW,0,535,1029.78, 22.37
519,LPS33HW,0,535,1029.79, 22.37
520,LPS33HW,0,535,1029.87, 22.37
521,LPS33HW,0,535,1029.88, 22.37
522,LPS33HW,0,535,1029.87, 22.38
523,LPS33HW,0,535,1029.91, 22.38
524,LPS33HW,0,535,1029.98, 22.37
525,LPS33HW,0,535,1029.97, 22.37
526,LPS33HW,0,535,1029.99, 22.37
527,LPS33HW,0,535,1030.00, 22.37
528,LPS33HW,0,535,1030.02, 22.37
529,LPS33HW,0,535,1030.02, 22.37
530,LPS33HW,0,535,1030.09, 22.37
531,LPS33HW,0,535,1030.09, 22.37
532,LPS33HW,0,535,1030.11, 22.37
533,LPS33HW,0,535,1030.12, 22.38
534,LPS33HW,0,535,1030.14, 22.37
535,LPS33HW,0,535,1030.16, 22.37
536,LPS33HW,0,535,1030.18, 22.38
537,LPS33HW,0,535,1030.21, 22.37
538,LPS33HW,0,535,1030.23, 22.37
539,LPS33HW,0,535,1030.21, 22.37
540,LPS33HW,0,535,1030.24, 22.37
541,LPS33HW,0,535,1030.27, 22.37
542,LPS33HW,0,535,1030.26, 22.37
543,LPS33HW,0,535,1030.30, 22.37
544,LPS33HW,0,535,1030.30, 22.37
545,LPS33HW,0,535,1030.29, 22.38
546,LPS33HW,0,535,1030.35, 22.37
547,LPS33HW,0,535,1030.30, 22.37
548,LPS33HW,0,535,1030.38, 22.38
549,LPS33HW,0,535,1030.41, 22.37
550,LPS33HW,0,535,1030.40, 22.37
551,LPS33HW,0,535,1030.41, 22.37
552,LPS33HW,0,535,1030.43, 22.38
553,LPS33HW,0,535,1030.47, 22.37
554,LPS33HW,0,535,1030.46, 22.37
555,LPS33HW,0,535,1030.45, 22.37
556,LPS33HW,0,535,1030.48, 22.37
557,LPS33HW,0,535,1030.50, 22.38
558,LPS33HW,0,535,1030.53, 22.37
559,LPS33HW,0,535,1030.49, 22.37
560,LPS33HW,0,535,1030.52, 22.37
561,LPS33HW,0,535,1030.51, 22.37
562,LPS33HW,0,535,1030.56, 22.37
563,LPS33HW,0,535,1030.52, 22.37
564,LPS33HW,0,535,1030.56, 22.37
565,LPS33HW,0,535,1030.56, 22.37
566,LPS33HW,0,535,1030.58, 22.38
567,LPS33HW,0,535,1030.62, 22.37
568,LPS33HW,0,535,1030.60, 22.37
569,LPS33HW,0,535,1030.62, 22.37
570,LPS33HW,0,535,1030.62, 22.38
571,LPS33HW,0,535,1030.65, 22.37
572,LPS33HW,0,535,1030.65, 22.37
573,LPS33HW,0,535,1030.64, 22.37
574,LPS33HW,0,535,1030.65, 22.37
575,LPS33HW,0,535,1030.66, 22.37
576,LPS33HW,0,535,1030.69, 22.37
577,LPS33HW,0,535,1030.73, 22.37
578,LPS33HW,0,535,1030.70, 22.38
579,LPS33HW,0,535,1030.75, 22.37
580,LPS33HW,0,535,1030.72, 22.37
581,LPS33HW,0,535,1030.73, 22.37
582,LPS33HW,0,535,1030.71, 22.37
583,LPS33HW,0,535,1030.75, 22.37
584,LPS33HW,0,535,1030.77, 22.37
585,LPS33HW,0,535,1030.74, 22.37
586,LPS33HW,0,535,1030.75, 22.37
587,LPS33HW,0,535,1030.73, 22.37
588,LPS33HW,0,535,1030.80, 22.37
589,LPS33HW,0,535,1030.78, 22.37
590,LPS33HW,0,535,1030.78, 22.36
591,LPS33HW,0,535,1030.76, 22.37
592,LPS33HW,0,535,1030.81, 22.37
593,LPS33HW,0,535,1030.84, 22.37
594,LPS33HW,0,535,1030.83, 22.37
595,LPS33HW,0,535,1030.83, 22.37
596,LPS33HW,0,535,1030.86, 22.37
597,LPS33HW,0,535,1030.83, 22.37
598,LPS33HW,0,535,1030.86, 22.37
599,LPS33HW,0,535,1030.86, 22.37
600,LPS33HW,0,235,1011.93, 22.37
601,LPS33HW,0,235,1018.97, 22.37
602,LPS33HW,0,235,1019.05, 22.37
603,LPS33HW,0,235,1019.11, 22.37
604,LPS33HW,0,235,1019.09, 22.37
605,LPS33HW,0,235,1019.09, 22.37
